TransactionDate,TransactionAmount,day_of_week,month,quarter,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2024-03-21,753301.4600000001,3,3,1,11053103.95,800476.11,313809.98,6448158.505714284,4691785.770666665
2024-03-22,1169781.72,4,3,1,753301.4600000001,639909.09,10618054.11,6523854.595714285,4376843.357666667
2024-03-23,527174.9,5,3,1,1169781.72,10694207.01,827838.11,5071421.437142856,4366821.250666667
2024-03-24,602984.73,6,3,1,527174.9,866338.68,547467.42,5033799.444285714,4368671.827666666
2024-03-25,10772887.82,0,3,1,602984.73,454856.87,350501.07,6507803.865714285,4716084.719333333
2024-03-26,328679.69,1,3,1,10772887.82,20675392.479999997,470271.87,3601130.61,4711364.9799999995
2024-03-27,10868025.53,2,3,1,328679.69,11053103.95,543186.25,3574690.8357142857,5055526.289333332
2024-03-28,600763.25,3,3,1,10868025.53,753301.4600000001,632185.78,3552899.6628571427,5054478.871666666
2024-03-29,826191.8,4,3,1,600763.25,1169781.72,715758.46,3503815.3885714286,5058159.983
2024-03-30,1212773.9,5,3,1,826191.8,527174.9,10718734.569999998,3601758.1028571427,4741294.627333333
2024-03-31,399083.09,6,3,1,1212773.9,602984.73,899111.38,3572629.297142857,4724627.017666666
2024-04-01,776079.21,0,4,2,399083.09,10772887.82,694350.6,2144513.7814285713,4727351.304666666
2024-04-02,723312.4,1,4,2,776079.21,328679.69,10710910.04,2200889.882857143,4394431.383333333
2024-04-03,729462.57,2,4,2,723312.4,10868025.53,10963355.84,752523.7457142856,4053301.607666666
2024-04-04,651054.64,3,4,2,729462.57,600763.25,808411.83,759708.2300000001,4048056.368
2024-04-05,1219857.81,4,4,2,651054.64,826191.8,366335.61,815946.2314285714,4076507.108
2024-04-06,1140187.91,5,4,2,1219857.81,1212773.9,426826.60000000003,805576.8042857143,4100285.818333333
2024-04-07,733309.3200000001,6,4,2,1140187.91,399083.09,702689.39,853323.4085714285,4101306.4826666657
2024-04-08,672787.14,0,4,2,733309.3200000001,776079.21,342249.49,838567.3985714286,4112324.4043333326
2024-04-09,933800.94,1,4,2,672787.14,723312.4,20924685.099999998,868637.1899999998,3445961.599
2024-04-10,10464022.53,2,4,2,933800.94,729462.57,915919.92,2259288.612857143,3764231.6859999993
2024-04-11,562871.37,3,4,2,10464022.53,651054.64,731838.46,2246691.0028571426,3758599.4496666663
2024-04-12,513857.1,4,4,2,562871.37,1219857.81,20905305.57,2145833.7585714282,3078884.5006666663
2024-04-13,400555.36,5,4,2,513857.1,1140187.91,800476.11,2040171.9657142856,3065553.809
2024-04-14,586870.59,6,4,2,400555.36,733309.3200000001,639909.09,2019252.147142857,3063785.8589999992
2024-04-15,692775.55,0,4,2,586870.59,672787.14,10694207.01,2022107.6342857142,2730404.8103333334
2024-04-16,702797.08,1,4,2,692775.55,933800.94,866338.68,1989107.082857143,2724953.4236666663
2024-04-17,467512.13,2,4,2,702797.08,10464022.53,454856.87,561034.1685714285,2725375.2656666664
2024-04-18,20930120.97,3,4,2,467512.13,562871.37,20675392.479999997,3470641.254285714,2733866.2153333332
2024-04-19,937235.47,4,4,2,20930120.97,513857.1,11053103.95,3531123.878571428,2396670.599333333
2024-04-20,594575.26,5,4,2,937235.47,400555.36,753301.4600000001,3558841.0071428567,2391379.7260000003
2024-04-21,10650112.34,6,4,2,594575.26,586870.59,1169781.72,4996446.971428571,2707390.746666667
2024-04-22,602572.54,0,4,2,10650112.34,692775.55,527174.9,4983560.827142857,2709904.001333333
2024-04-23,10646131.59,1,4,2,602572.54,702797.08,602984.73,6404037.185714285,3044675.5633333335
2024-04-24,940136.47,2,4,2,10646131.59,467512.13,10772887.82,6471554.948571429,2716917.185
2024-04-25,758092.11,3,4,2,940136.47,20930120.97,328679.69,3589836.5399999996,2731230.9323333334
2024-04-26,1061132.96,4,4,2,758092.11,937235.47,10868025.53,3607536.181428571,2404334.513333333
2024-04-27,489362.05,5,4,2,1061132.96,594575.26,600763.25,3592505.722857143,2400621.14
2024-04-28,740103.7,6,4,2,489362.05,10650112.34,826191.8,2176790.202857143,2397751.5366666666
2024-04-29,1027824.52,0,4,2,740103.7,602572.54,1212773.9,2237540.4857142856,2391586.5573333334
2024-04-30,549334.11,1,4,2,1027824.52,10646131.59,399083.09,795140.8457142857,2396594.924666667
2024-05-01,1132433.81,2,5,2,549334.11,940136.47,776079.21,822611.8942857143,2408473.411333333
2024-05-02,932011.41,3,5,2,1132433.81,758092.11,723312.4,847457.5085714285,2415430.0450000004
2024-05-03,402215.78,4,5,2,932011.41,1061132.96,729462.57,753326.4828571428,2404521.8186666667
2024-05-04,811539.35,5,5,2,402215.78,489362.05,651054.64,799351.8114285714,2409871.309
2024-05-05,437394.27999999997,6,5,2,811539.35,740103.7,1219857.81,756107.6085714286,2383789.191333333
2024-05-06,642605.2,0,5,2,437394.27999999997,1027824.52,1140187.91,701076.2771428572,2367203.1010000003
2024-05-07,633752.67,1,5,2,642605.2,549334.11,733309.3200000001,713136.0714285715,2363884.5460000006
2024-05-08,884765.11,2,5,2,633752.67,1132433.81,672787.14,677754.8285714285,2370950.4783333335
2024-05-09,1032228.35,3,5,2,884765.11,932011.41,933800.94,692071.5342857143,2374231.3919999995
2024-05-10,850018.5,4,5,2,1032228.35,402215.78,10464022.53,756043.3514285714,2053764.5909999998
2024-05-11,11213366.67,5,5,2,850018.5,811539.35,562871.37,2242018.682857143,2408781.1010000003
2024-05-12,514844.45,6,5,2,11213366.67,437394.27999999997,513857.1,2253082.992857143,2408814.0126666664
2024-05-13,948540.2,0,5,2,514844.45,642605.2,400555.36,2296787.992857143,2427080.174
2024-05-14,719757.74,1,5,2,948540.2,633752.67,586870.59,2309074.431428571,2431509.745666667
2024-05-15,583734.55,2,5,2,719757.74,884765.11,692775.55,2266070.0657142857,2427875.0456666662
2024-05-16,1101825.09,3,5,2,583734.55,1032228.35,702797.08,2276012.457142857,2441175.979333333
2024-05-17,830262.4,4,5,2,1101825.09,850018.5,467512.13,2273190.157142857,2453267.6550000003
2024-05-18,973155.72,5,5,2,830262.4,11213366.67,20930120.97,810302.8785714286,1788035.48
2024-05-19,738724.16,6,5,2,973155.72,514844.45,937235.47,842285.6942857142,1781418.4363333334
2024-05-20,770206.98,0,5,2,738724.16,948540.2,594575.26,816809.5200000001,1787272.827
2024-05-21,532634.99,1,5,2,770206.98,719757.74,10650112.34,790077.6985714287,1450023.582
2024-05-22,359470.12,2,5,2,532634.99,583734.55,602572.54,758039.9228571429,1441920.168
2024-05-23,822793.31,3,5,2,359470.12,1101825.09,10646131.59,718178.24,1114475.5586666667
2024-05-24,832280.03,4,5,2,822793.31,830262.4,940136.47,718466.4728571429,1110880.344
2024-05-25,671978.08,5,5,2,832280.03,973155.72,758092.11,675441.0957142857,1108009.8763333333
2024-05-26,10917888.7,6,5,2,671978.08,738724.16,1061132.96,2129607.4585714284,1436568.401
2024-05-27,525318.25,0,5,2,10917888.7,770206.98,489362.05,2094623.354285714,1437766.9409999999
2024-05-28,752863.83,1,5,2,525318.25,532634.99,740103.7,2126084.617142857,1438192.2786666667
2024-05-29,422330.94,2,5,2,752863.83,359470.12,1027824.52,2135064.734285714,1418009.1593333334
2024-05-30,20261803.509999998,3,5,2,422330.94,822793.31,549334.11,4912066.191428571,2075091.4726666664
2024-05-31,782871.16,4,5,2,20261803.509999998,832280.03,1132433.81,4905007.78142857,2063439.3843333335
2024-06-01,360444.1,5,6,2,782871.16,671978.08,932011.41,4860502.927142857,2044387.1406666667
2024-06-02,949145.11,6,6,2,360444.1,10917888.7,402215.78,3436396.6999999997,2062618.1183333332
2024-06-03,848109.45,0,6,2,949145.11,525318.25,811539.35,3482509.7285714285,2063837.1216666664
2024-06-04,710309.2,1,6,2,848109.45,752863.83,437394.27999999997,3476430.4957142854,2072934.2856666667
2024-06-05,417093.92,2,6,2,710309.2,422330.94,642605.2,3475682.35,2065417.243
2024-06-06,567108.28,3,6,2,417093.92,20261803.509999998,633752.67,662154.46,2063195.7633333332
2024-06-07,791063.78,4,6,2,567108.28,782871.16,884765.11,663324.8342857143,2060072.3856666663
2024-06-08,731863.6699999999,5,6,2,791063.78,360444.1,1032228.35,716384.7728571428,2050060.2296666664
2024-06-09,745048.92,6,6,2,731863.6699999999,949145.11,850018.5,687228.1742857143,2046561.2436666666
2024-06-10,720842.48,0,6,2,745048.92,848109.45,11213366.67,669047.1785714285,1696810.4373333333
2024-06-11,10678631.200000001,1,6,2,720842.48,710309.2,514844.45,2093093.1785714286,2035603.329
2024-06-12,10622382.77,2,6,2,10678631.200000001,417093.92,948540.2,3550991.5857142857,2358064.748
2024-06-13,628477.2000000001,3,6,2,10622382.77,567108.28,719757.74,3559758.5742857144,2355022.0633333335
2024-06-14,876741.73,4,6,2,628477.2000000001,791063.78,583734.55,3571998.281428572,2364788.9693333334
2024-06-15,805495.24,5,6,2,876741.73,731863.6699999999,1101825.09,3582517.0771428575,2354911.307666667
2024-06-16,432223.01,6,6,2,805495.24,745048.92,830262.4,3537827.6614285717,2341643.3279999997
2024-06-17,568861.55,0,6,2,432223.01,720842.48,973155.72,3516116.1000000006,2328166.8556666668
2024-06-18,630423.8,1,6,2,568861.55,10678631.200000001,738724.16,2080657.9,2324556.8436666667
2024-06-19,533835.0700000001,2,6,2,630423.8,10622382.77,770206.98,639436.8,2316677.78
2024-06-20,503177.39999999997,3,6,2,533835.0700000001,628477.2000000001,532634.99,621536.8285714285,2315695.8603333333
2024-06-21,767549.3099999999,4,6,2,503177.39999999997,876741.73,359470.12,605937.9114285714,2329298.5
2024-06-22,705744.31,5,6,2,767549.3099999999,805495.24,822793.31,591687.7785714286,2325396.8666666667
2024-06-23,924924.81,6,6,2,705744.31,432223.01,832280.03,662073.75,2328485.0259999996
2024-06-24,11069659.360000001,0,6,2,924924.81,568861.55,671978.08,2162187.7228571433,2675074.4020000002
2024-06-25,660557.72,1,6,2,11069659.360000001,630423.8,10917888.7,2166492.568571429,2333163.369333334
2024-06-26,656264.92,2,6,2,660557.72,533835.0700000001,525318.25,2183982.547142857,2337528.2583333333
2024-06-27,522621.83999999997,3,6,2,656264.92,503177.39999999997,752863.83,2186760.3242857144,2329853.525333333
2024-06-28,961471.1,4,6,2,522621.83999999997,767549.3099999999,422330.94,2214463.4371428574,2347824.864
2024-06-29,10563451.86,5,6,2,961471.1,705744.31,20261803.509999998,3622707.3728571427,2024546.4756666669
2024-06-30,594357.92,6,6,2,10563451.86,924924.81,782871.16,3575483.531428572,2018262.7010000001
2024-07-01,884975.83,0,7,3,594357.92,11069659.360000001,360444.1,2120528.7414285713,2035747.092
2024-07-02,584701.34,1,7,3,884975.83,660557.72,949145.11,2109692.115714285,2023598.9663333334
2024-07-03,404942.36,2,7,3,584701.34,656264.92,848109.45,2073788.8928571423,2008826.7300000002
2024-07-04,403231.58,3,7,3,404942.36,522621.83999999997,710309.2,2056733.141428571,1998590.8093333333
2024-07-05,10445843.510000002,4,7,3,403231.58,961471.1,417093.92,3411643.4857142856,2332882.4623333337
2024-07-06,650231.41,5,7,3,10445843.510000002,10563451.86,567108.28,1995469.1357142855,2335653.2333333334
2024-07-07,682614.09,6,7,3,650231.41,594357.92,791063.78,2008077.16,2332038.2436666666
2024-07-08,901549.54,0,7,3,682614.09,884975.83,731863.6699999999,2010444.8328571427,2337694.439333333
2024-07-09,249350.26,1,7,3,901549.54,584701.34,745048.92,1962537.5357142857,2321171.1506666667
2024-07-10,691625.3,2,7,3,249350.26,404942.36,720842.48,2003492.2414285713,2320197.2446666667
2024-07-11,617645.62,3,7,3,691625.3,403231.58,10678631.200000001,2034122.8185714285,1984831.0586666667
2024-07-12,682732.86,4,7,3,617645.62,10445843.510000002,10622382.77,639392.7257142855,1653509.395
2024-07-13,713158.53,5,7,3,682732.86,650231.41,628477.2000000001,648382.3142857141,1656332.1060000001
2024-07-14,879829.65,6,7,3,713158.53,682614.09,876741.73,676555.9657142854,1656435.0366666666
2024-07-15,537126.7,0,7,3,879829.65,901549.54,805495.24,624495.5599999997,1647489.4186666666
2024-07-16,714633.87,1,7,3,537126.7,249350.26,432223.01,690964.647142857,1656903.114
2024-07-17,20908323.62,2,7,3,714633.87,691625.3,568861.55,3579064.4071428566,2334885.183
2024-07-18,634693.74,3,7,3,20908323.62,617645.62,630423.8,3581499.852857142,2335027.5143333334
2024-07-19,586725.03,4,7,3,634693.74,682732.86,533835.0700000001,3567784.448571428,2336790.513
2024-07-20,786514.53,5,7,3,586725.03,713158.53,503177.39999999997,3578263.877142857,2346235.0840000003
2024-07-21,676683.0,6,7,3,786514.53,879829.65,767549.3099999999,3549242.927142857,2343206.2070000004
2024-07-22,446231.68,0,7,3,676683.0,537126.7,705744.31,3536257.924285714,2334555.786
2024-07-23,476386.99,1,7,3,446231.68,714633.87,924924.81,3502222.655714285,2319604.5253333333
2024-07-24,497896.72,2,7,3,476386.99,20908323.62,11069659.360000001,586447.3842857138,1967212.4373333333
2024-07-25,10604100.99,3,7,3,497896.72,634693.74,660557.72,2010648.4199999997,2298663.8796666665
2024-07-26,713612.67,4,7,3,10604100.99,586725.03,656264.92,2028775.225714285,2300575.4713333333
2024-07-27,735695.14,5,7,3,713612.67,786514.53,522621.83999999997,2021515.3128571422,2307677.9146666666
2024-07-28,10678956.280000001,6,7,3,735695.14,676683.0,961471.1,3450411.4957142854,2631594.0873333337
2024-07-29,1272630.3,0,7,3,10678956.280000001,446231.68,10563451.86,3568468.441428571,2321900.0353333335
2024-07-30,607882.47,1,7,3,1272630.3,476386.99,594357.92,3587253.5100000002,2322350.8536666664
2024-07-31,738846.09,2,7,3,607882.47,497896.72,884975.83,3621674.848571428,2317479.8623333336
2024-08-01,576578.41,3,8,3,738846.09,10604100.99,584701.34,2189171.6228571422,2317209.0979999998
2024-08-02,615597.9,4,8,3,576578.41,713612.67,404942.36,2175169.5128571424,2324230.9493333334
2024-08-03,630136.75,5,8,3,615597.9,735695.14,403231.58,2160089.7428571424,2331794.455
2024-08-04,11016050.55,6,8,3,630136.75,10678956.280000001,10445843.510000002,2208246.0671428563,2350801.356333333
2024-08-05,765989.1699999999,0,8,3,11016050.55,1272630.3,650231.41,2135868.762857142,2354659.9483333332
2024-08-06,503290.25,1,8,3,765989.1699999999,607882.47,682614.09,2120927.0171428565,2348682.487
2024-08-07,690439.7,2,8,3,503290.25,738846.09,901549.54,2114011.818571428,2341645.4923333335
2024-08-08,595297.83,3,8,3,690439.7,576578.41,249350.26,2116686.0214285706,2353177.078
2024-08-09,843526.83,4,8,3,595297.83,615597.9,691625.3,2149247.2971428563,2358240.4623333337
2024-08-10,469042.9,5,8,3,843526.83,630136.75,617645.62,2126233.889999999,2353287.0383333336
2024-08-11,10764503.93,6,8,3,469042.9,11016050.55,682732.86,2090298.6585714277,2689346.074
2024-08-12,828329.8,0,8,3,10764503.93,765989.1699999999,713158.53,2099204.462857142,2693185.1163333333
2024-08-13,801359.81,1,8,3,828329.8,503290.25,879829.65,2141785.8285714276,2690569.455
2024-08-14,466951.11,2,8,3,801359.81,690439.7,537126.7,2109858.8871428566,2688230.268666667
2024-08-15,837446.78,3,8,3,466951.11,595297.83,714633.87,2144451.5942857135,2692324.0323333335
2024-08-16,10498655.430000002,4,8,3,837446.78,843526.83,20908323.62,3523755.6799999997,2345335.0926666665
2024-08-17,407718.57999999996,5,8,3,10498655.430000002,469042.9,634693.74,3514995.062857142,2337769.254
2024-08-18,1324917.6,6,8,3,407718.57999999996,10764503.93,586725.03,2166482.7299999995,2362375.6730000004
2024-08-19,637271.55,0,8,3,1324917.6,828329.8,786514.53,2139188.6942857136,2357400.907
2024-08-20,10698309.06,1,8,3,637271.55,801359.81,676683.0,3553038.5871428573,2691455.109
2024-08-21,590628.74,2,8,3,10698309.06,466951.11,446231.68,3570706.82,2696268.3443333334
2024-08-22,402522.07,3,8,3,590628.74,837446.78,476386.99,3508574.718571428,2693806.1803333336
2024-08-23,818758.26,4,8,3,402522.07,10498655.430000002,497896.72,2125732.265714285,2704501.565
2024-08-24,814391.11,5,8,3,818758.26,407718.57999999996,10604100.99,2183828.341428571,2378177.9023333336
2024-08-25,695625.4299999999,6,8,3,814391.11,1324917.6,713612.67,2093929.4599999993,2377578.3276666673
2024-08-26,705109.89,0,8,3,695625.4299999999,637271.55,735695.14,2103620.6514285705,2376558.819333334
2024-08-27,1387765.3599999999,1,8,3,705109.89,10698309.06,10678956.280000001,773542.9799999992,2066852.4553333335
2024-08-28,816403.74,2,8,3,1387765.3599999999,590628.74,1272630.3,805796.5514285705,2051644.9033333333
2024-08-29,1047958.92,3,8,3,816403.74,402522.07,607882.47,898001.8157142849,2066314.1183333334
2024-08-30,465079.79000000004,4,8,3,1047958.92,818758.26,738846.09,847476.3199999991,2057188.575
2024-08-31,664463.46,5,8,3,465079.79000000004,814391.11,576578.41,826058.0842857135,2060118.076666667
2024-09-01,537807.65,6,9,3,664463.46,695625.4299999999,615597.9,803512.6871428563,2057525.0683333331
2024-09-02,394025.63,0,9,3,537807.65,705109.89,630136.75,759072.0785714277,2049654.6976666667
2024-09-03,352727.72000000003,1,9,3,394025.63,1387765.3599999999,11016050.55,611209.5585714278,1694210.6033333333
2024-09-04,10484862.48,2,9,3,352727.72000000003,816403.74,765989.1699999999,1992417.9499999993,2018173.0469999998
2024-09-05,560124.76,3,9,3,10484862.48,1047958.92,503290.25,1922727.355714285,2020067.5306666668
2024-09-06,801991.25,4,9,3,560124.76,465079.79000000004,690439.7,1970857.5642857137,2023785.9156666668
2024-09-07,708250.23,5,9,3,801991.25,664463.46,595297.83,1977112.8171428565,2027550.9956666667
2024-09-08,529153.03,6,9,3,708250.23,537807.65,843526.83,1975876.442857142,2017071.869
2024-09-09,560007.53,0,9,3,529153.03,394025.63,469042.9,1999588.1428571423,2020104.0233333334
2024-09-10,828784.8,1,9,3,560007.53,352727.72000000003,10764503.93,2067596.2971428563,1688913.3856666668
2024-09-11,1157842.8800000001,2,9,3,828784.8,10484862.48,828329.8,735164.925714285,1699897.1550000003
2024-09-12,972977.08,3,9,3,1157842.8800000001,560124.76,801359.81,794143.8285714278,1705617.7306666668
2024-09-13,693688.77,4,9,3,972977.08,801991.25,466951.11,778672.045714285,1713175.6526666668
2024-09-14,10763535.19,5,9,3,693688.77,708250.23,837446.78,2215141.325714285,2044045.2663333334
2024-09-15,10875864.69,6,9,3,10763535.19,529153.03,10498655.430000002,3693242.9914285704,2056618.9083333334
2024-09-16,410740.28,0,9,3,10875864.69,560007.53,407718.57999999996,3671919.0985714276,2056719.6316666668
2024-09-17,816691.61,1,9,3,410740.28,828784.8,1324917.6,3670191.499999999,2039778.7653333333
2024-09-18,950789.54,2,9,3,816691.61,1157842.8800000001,637271.55,3640612.4514285703,2050229.3649999998
2024-09-19,311913.46,3,9,3,950789.54,972977.08,10698309.06,3546174.7914285706,1704016.1783333335
2024-09-20,776859.84,4,9,3,311913.46,693688.77,590628.74,3558056.372857142,1710223.8816666668
2024-09-21,669763.51,5,9,3,776859.84,10763535.19,402522.07,2116088.9899999993,1719131.9296666668
2024-09-22,908115.17,6,9,3,669763.51,10875864.69,818758.26,692124.772857142,1722110.4933333334
2024-09-23,867217.78,0,9,3,908115.17,410740.28,814391.11,757335.8442857135,1723871.3823333334
2024-09-24,751712.9400000001,1,9,3,867217.78,816691.61,695625.4299999999,748053.1771428564,1725740.9659999998
2024-09-25,859991.16,2,9,3,751712.9400000001,950789.54,705109.89,735081.9799999993,1730903.675
2024-09-26,10839345.56,3,9,3,859991.16,311913.46,1387765.3599999999,2239000.8514285707,2045956.3483333332
2024-09-27,625679.36,4,9,3,10839345.56,776859.84,816403.74,2217403.639999999,2039598.869
2024-09-28,1172035.53,5,9,3,625679.36,669763.51,1047958.92,2289156.785714285,2043734.756
2024-09-29,486157.07,6,9,3,1172035.53,908115.17,465079.79000000004,2228877.0571428565,2044437.332
2024-09-30,420493.59,0,9,3,486157.07,867217.78,664463.46,2165059.3157142852,2036305.003
2024-10-01,796491.21,1,10,4,420493.59,751712.9400000001,537807.65,2171456.2114285706,2044927.7883333336
2024-10-02,604188.22,2,10,4,796491.21,859991.16,394025.63,2134912.934285714,2051933.208
2024-10-03,702770.84,3,10,4,604188.22,10839345.56,352727.72000000003,686830.8314285707,2063601.312
2024-10-04,984567.24,4,10,4,702770.84,625679.36,10484862.48,738100.5285714278,1746924.804
2024-10-05,906285.49,5,10,4,984567.24,1172035.53,560124.76,700136.2371428563,1758463.495
2024-10-06,750539.35,6,10,4,906285.49,486157.07,801991.25,737905.1342857134,1756748.4316666664
2024-10-07,1077994.19,0,10,4,750539.35,420493.59,708250.23,831833.7914285705,1769073.2303333334
2024-10-08,454381.43999999994,1,10,4,1077994.19,796491.21,529153.03,782960.9671428563,1766580.844
2024-10-09,1205926.77,2,10,4,454381.43999999994,604188.22,560007.53,868923.6171428564,1788111.4853333335
2024-10-10,707376.95,3,10,4,1205926.77,702770.84,828784.8,869581.632857142,1784064.557
2024-10-11,923993.9199999999,4,10,4,707376.95,984567.24,1157842.8800000001,860928.3014285705,1776269.5916666666
2024-10-12,514731.64,5,10,4,923993.9199999999,906285.49,972977.08,804992.0371428563,1760994.7436666668
2024-10-13,601274.27,6,10,4,514731.64,750539.35,693688.77,783668.4542857135,1757914.2603333332
2024-10-14,666729.08,0,10,4,601274.27,1077994.19,10763535.19,724916.295714285,1421354.0566666669
2024-10-15,474872.54000000004,1,10,4,666729.08,454381.43999999994,10875864.69,727843.5957142849,1074654.3183333336
2024-10-16,526522.11,2,10,4,474872.54000000004,1205926.77,410740.28,630785.7871428563,1078513.7126666668
2024-10-17,992145.09,3,10,4,526522.11,707376.95,816691.61,671466.9499999991,1084362.162
2024-10-18,804999.1699999999,4,10,4,992145.09,923993.9199999999,950789.54,654467.6999999991,1079502.483
2024-10-19,946610.34,5,10,4,804999.1699999999,514731.64,311913.46,716164.6571428563,1100659.0456666667
2024-10-20,988043.5599999999,6,10,4,946610.34,601274.27,776859.84,771417.412857142,1107698.503
2024-10-21,621384.5,0,10,4,988043.5599999999,666729.08,669763.51,764939.6157142849,1106085.8693333333
2024-10-22,435121.22000000003,1,10,4,621384.5,474872.54000000004,908115.17,759260.8557142848,1090319.4043333335
2024-10-23,327299.36,2,10,4,435121.22000000003,526522.11,867217.78,730800.4628571421,1072322.1236666667
2024-10-24,797667.98,3,10,4,327299.36,992145.09,751712.9400000001,703018.0185714278,1073853.9583333333
2024-10-25,10903992.26,4,10,4,797667.98,804999.1699999999,859991.16,2145731.3171428563,1408653.995
2024-10-26,881604.61,5,10,4,10903992.26,946610.34,10839345.56,2136444.7842857135,1076729.2966666666
2024-10-27,541158.99,6,10,4,881604.61,988043.5599999999,625679.36,2072604.1314285703,1073911.951
2024-10-28,714651.57,0,10,4,541158.99,621384.5,1172035.53,2085927.9985714275,1058665.819
2024-10-29,364841.56,1,10,4,714651.57,435121.22000000003,486157.07,2075888.047142856,1054621.9686666667
2024-10-30,865064.8099999999,2,10,4,364841.56,327299.36,420493.59,2152711.682857142,1069441.0093333335
2024-10-31,1171682.9,3,10,4,865064.8099999999,797667.98,796491.21,2206142.3857142846,1081947.399
2024-11-01,207143.05,4,11,4,1171682.9,10903992.26,604188.22,678021.0699999988,1068712.56
2024-11-02,10536642.77,5,11,4,207143.05,881604.61,702770.84,2057312.2357142845,1396508.2910000002
2024-11-03,369043.45,6,11,4,10536642.77,541158.99,984567.24,2032724.30142857,1375990.8313333332
2024-11-04,538336.24,0,11,4,369043.45,714651.57,906285.49,2007536.3971428557,1363725.8563333333
2024-11-05,20593637.200000003,1,11,4,538336.24,364841.56,750539.35,4897364.345714285,2025162.4513333335
2024-11-06,10664934.5,2,11,4,20593637.200000003,865064.8099999999,1077994.19,6297345.729999999,2344727.128333333
2024-11-07,665335.82,3,11,4,10664934.5,1171682.9,454381.43999999994,6225010.432857142,2351758.941
2024-11-08,544999.03,4,11,4,665335.82,207143.05,1205926.77,6273275.572857142,2329728.0163333337
2024-11-09,754296.39,5,11,4,544999.03,10536642.77,707376.95,4875797.518571428,2331291.9976666667
2024-11-10,833729.52,6,11,4,754296.39,369043.45,923993.9199999999,4942181.242857142,2328283.1843333333
2024-11-11,480496.39999999997,0,11,4,833729.52,538336.24,514731.64,4933918.408571428,2327142.009666667
2024-11-12,804920.53,1,11,4,480496.39999999997,20593637.200000003,601274.27,2106958.884285713,2333930.2183333337
2024-11-13,593945.89,2,11,4,804920.53,10664934.5,666729.08,668246.2257142847,2331504.1120000007
2024-11-14,514494.68,3,11,4,593945.89,665335.82,474872.54000000004,646697.4914285705,2332824.85
2024-11-15,499727.74,4,11,4,514494.68,544999.03,526522.11,640230.1642857131,2331931.7043333333
2024-11-16,10509492.38,5,11,4,499727.74,754296.39,992145.09,2033829.5914285704,2649176.614
2024-11-17,714613.38,6,11,4,10509492.38,833729.52,804999.1699999999,2016812.9999999993,2646163.754333333
2024-11-18,1296521.92,0,11,4,714613.38,480496.39999999997,946610.34,2133388.074285713,2657827.473666667
2024-11-19,451178.29,1,11,4,1296521.92,804920.53,988043.5599999999,2082853.4685714275,2639931.964666667
2024-11-20,10567732.879999999,2,11,4,451178.29,593945.89,621384.5,3507680.1814285703,2971476.910666667
2024-11-21,1010699.72,3,11,4,10567732.879999999,514494.68,435121.22000000003,3578566.6157142846,2990662.860666667
2024-11-22,722641.3099999999,4,11,4,1010699.72,499727.74,327299.36,3610411.4114285703,3003840.925666667
2024-11-23,601372.11,5,11,4,722641.3099999999,10509492.38,797667.98,2194965.658571427,2997297.73
2024-11-24,599209.29,6,11,4,601372.11,714613.38,10903992.26,2178479.3599999985,2653804.964333333
2024-11-25,809940.14,0,11,4,599209.29,1296521.92,881604.61,2108967.6771428557,2651416.1486666664
2024-11-26,310652.48,1,11,4,809940.14,451178.29,541158.99,2088892.5614285704,2643732.5983333336
2024-11-27,860873.25,2,11,4,310652.48,10567732.879999999,714651.57,702198.3285714275,2648606.654333333
2024-11-28,465978.74,3,11,4,860873.25,1010699.72,364841.56,624381.0457142846,2651977.893666667
2024-11-29,743252.14,4,11,4,465978.74,722641.3099999999,865064.8099999999,627325.449999999,2647917.4713333333
2024-11-30,628845.53,5,11,4,743252.14,601372.11,1171682.9,631250.2242857133,2629822.8923333334
2024-12-01,922136.23,6,12,4,628845.53,599209.29,207143.05,677382.6442857132,2653655.9983333335
2024-12-02,864052.12,0,12,4,922136.23,809940.14,10536642.77,685112.9271428561,2331236.3100000005
2024-12-03,475784.41000000003,1,12,4,864052.12,310652.48,369043.45,708703.2028571417,2334794.342
2024-12-04,507227.33,2,12,4,475784.41000000003,860873.25,538336.24,658182.3571428561,2333757.3783333334
2024-12-05,660639.97,3,12,4,507227.33,465978.74,20593637.200000003,685991.1042857133,1669324.1373333333
2024-12-06,233316.41,4,12,4,660639.97,743252.14,10664934.5,613143.1428571418,1321603.5343333334
2024-12-07,625478.31,5,12,4,233316.41,628845.53,665335.82,612662.1114285704,1320274.9506666665
2024-12-08,579365.88,6,12,4,625478.31,922136.23,544999.03,563694.9185714276,1321420.5123333333
2024-12-09,320945.71,0,12,4,579365.88,864052.12,754296.39,486108.2885714275,1306975.4896666666
2024-12-10,10646025.95,1,12,4,320945.71,475784.41000000003,833729.52,1938999.937142856,1634052.0373333334
2024-12-11,860002.19,2,12,4,10646025.95,507227.33,480496.39999999997,1989396.3457142843,1646702.2303333334
2024-12-12,853075.14,3,12,4,860002.19,660639.97,804920.53,2016887.084285713,1648307.384
2024-12-13,418968.5,4,12,4,853075.14,233316.41,593945.89,2043408.81142857,1642474.8043333334
2024-12-14,391362.64,5,12,4,418968.5,625478.31,514494.68,2009963.7157142847,1638370.4030000002
2024-12-15,428541.65,6,12,4,391362.64,579365.88,499727.74,1988417.3971428557,1635997.5333333334
